Date,Longs,Shorts,Return
2021-10-31,"AAVE/USDT:USDT,ATOM/USDT:USDT,AXS/USDT:USDT,BNB/USDT:USDT,BTC/USDT:USDT,CRV/USDT:USDT,DOT/USDT:USDT,DYDX/USDT:USDT,ETH/USDT:USDT,GALA/USDT:USDT,NEAR/USDT:USDT,SUSHI/USDT:USDT","1000SHIB/USDT:USDT,ADA/USDT:USDT,AVAX/USDT:USDT,BCH/USDT:USDT,EOS/USDT:USDT,ETC/USDT:USDT,LINA/USDT:USDT,LINK/USDT:USDT,LTC/USDT:USDT,MASK/USDT:USDT,SOL/USDT:USDT,XRP/USDT:USDT",0.3545908954131976
2021-11-30,"ALGO/USDT:USDT,AXS/USDT:USDT,CRV/USDT:USDT,DOT/USDT:USDT,DYDX/USDT:USDT,EOS/USDT:USDT,ETC/USDT:USDT,LINK/USDT:USDT,LTC/USDT:USDT,SOL/USDT:USDT,SUSHI/USDT:USDT,XRP/USDT:USDT","ATOM/USDT:USDT,AVAX/USDT:USDT,BCH/USDT:USDT,BNB/USDT:USDT,BTC/USDT:USDT,DOGE/USDT:USDT,FIL/USDT:USDT,FTM/USDT:USDT,SAND/USDT:USDT,THETA/USDT:USDT,TRB/USDT:USDT,TRX/USDT:USDT",-0.014708698873203696
2021-12-31,"ATOM/USDT:USDT,AVAX/USDT:USDT,BCH/USDT:USDT,CRV/USDT:USDT,DOGE/USDT:USDT,FTM/USDT:USDT,LRC/USDT:USDT,MASK/USDT:USDT,NEAR/USDT:USDT,SUSHI/USDT:USDT,UNI/USDT:USDT,ZIL/USDT:USDT","1000SHIB/USDT:USDT,AXS/USDT:USDT,BNB/USDT:USDT,EOS/USDT:USDT,ETC/USDT:USDT,ETH/USDT:USDT,LTC/USDT:USDT,RUNE/USDT:USDT,SAND/USDT:USDT,SOL/USDT:USDT,STORJ/USDT:USDT,XRP/USDT:USDT",-0.01932717868255812
2022-01-31,"ALGO/USDT:USDT,AXS/USDT:USDT,BCH/USDT:USDT,BNB/USDT:USDT,EOS/USDT:USDT,FTM/USDT:USDT,LINK/USDT:USDT,LRC/USDT:USDT,LTC/USDT:USDT,STORJ/USDT:USDT,TRX/USDT:USDT,ZIL/USDT:USDT","ATOM/USDT:USDT,AVAX/USDT:USDT,CHZ/USDT:USDT,CRV/USDT:USDT,DYDX/USDT:USDT,ETC/USDT:USDT,ETH/USDT:USDT,RUNE/USDT:USDT,SUSHI/USDT:USDT,TRB/USDT:USDT,UNFI/USDT:USDT,XRP/USDT:USDT",-0.06724256546705204
2022-02-28,"ATOM/USDT:USDT,DOGE/USDT:USDT,DOT/USDT:USDT,DYDX/USDT:USDT,FIL/USDT:USDT,SOL/USDT:USDT,THETA/USDT:USDT,TRB/USDT:USDT,TRX/USDT:USDT,UNFI/USDT:USDT,UNI/USDT:USDT,XRP/USDT:USDT","AAVE/USDT:USDT,ADA/USDT:USDT,BCH/USDT:USDT,CRV/USDT:USDT,ETC/USDT:USDT,ETH/USDT:USDT,FTM/USDT:USDT,GALA/USDT:USDT,LINK/USDT:USDT,MANA/USDT:USDT,SAND/USDT:USDT,STORJ/USDT:USDT",-0.016586980769650178
2022-03-31,"ALGO/USDT:USDT,AVAX/USDT:USDT,BCH/USDT:USDT,FTM/USDT:USDT,LINA/USDT:USDT,MASK/USDT:USDT,SOL/USDT:USDT,THETA/USDT:USDT,TRB/USDT:USDT,TRX/USDT:USDT,UNFI/USDT:USDT,ZIL/USDT:USDT","ATOM/USDT:USDT,BNB/USDT:USDT,BTC/USDT:USDT,DOGE/USDT:USDT,EOS/USDT:USDT,ETH/USDT:USDT,LINK/USDT:USDT,MANA/USDT:USDT,RUNE/USDT:USDT,SAND/USDT:USDT,SUSHI/USDT:USDT,UNI/USDT:USDT",-0.07624841441770758
2022-04-30,"ADA/USDT:USDT,BCH/USDT:USDT,BNB/USDT:USDT,BTC/USDT:USDT,DOGE/USDT:USDT,ETH/USDT:USDT,FIL/USDT:USDT,FTM/USDT:USDT,LINA/USDT:USDT,LTC/USDT:USDT,TRX/USDT:USDT,XRP/USDT:USDT","AAVE/USDT:USDT,ALGO/USDT:USDT,AVAX/USDT:USDT,CHZ/USDT:USDT,CRV/USDT:USDT,DOT/USDT:USDT,ETC/USDT:USDT,RUNE/USDT:USDT,SOL/USDT:USDT,STORJ/USDT:USDT,UNFI/USDT:USDT,UNI/USDT:USDT",0.06514611737362305
2022-05-31,"BTC/USDT:USDT,CHZ/USDT:USDT,LINA/USDT:USDT,LINK/USDT:USDT,MANA/USDT:USDT,MASK/USDT:USDT,SAND/USDT:USDT,THETA/USDT:USDT,TRX/USDT:USDT,UNFI/USDT:USDT,UNI/USDT:USDT,XRP/USDT:USDT","ALGO/USDT:USDT,ATOM/USDT:USDT,AXS/USDT:USDT,BNB/USDT:USDT,CRV/USDT:USDT,DOT/USDT:USDT,EOS/USDT:USDT,FIL/USDT:USDT,GALA/USDT:USDT,LRC/USDT:USDT,LTC/USDT:USDT,ZIL/USDT:USDT",0.1769874514163366
2022-06-30,"1000SHIB/USDT:USDT,ALGO/USDT:USDT,ATOM/USDT:USDT,AXS/USDT:USDT,BNB/USDT:USDT,DOT/USDT:USDT,LINK/USDT:USDT,LTC/USDT:USDT,MANA/USDT:USDT,MASK/USDT:USDT,TRX/USDT:USDT,XRP/USDT:USDT","ADA/USDT:USDT,BCH/USDT:USDT,CHZ/USDT:USDT,ETC/USDT:USDT,ETH/USDT:USDT,FIL/USDT:USDT,LINA/USDT:USDT,LRC/USDT:USDT,NEAR/USDT:USDT,THETA/USDT:USDT,UNI/USDT:USDT,ZIL/USDT:USDT",-0.2562764741827295
2022-07-31,"AAVE/USDT:USDT,DOT/USDT:USDT,DYDX/USDT:USDT,EOS/USDT:USDT,ETC/USDT:USDT,FIL/USDT:USDT,GALA/USDT:USDT,LINA/USDT:USDT,MASK/USDT:USDT,STORJ/USDT:USDT,TRB/USDT:USDT,ZIL/USDT:USDT","1000SHIB/USDT:USDT,ADA/USDT:USDT,AVAX/USDT:USDT,BNB/USDT:USDT,BTC/USDT:USDT,DOGE/USDT:USDT,ETH/USDT:USDT,FTM/USDT:USDT,LINK/USDT:USDT,LTC/USDT:USDT,RUNE/USDT:USDT,SAND/USDT:USDT",-0.06768665767058604
